 * Serving Flask app "__main__" (lazy loading)
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://0.0.0.0:7000/ (Press CTRL+C to quit)
127.0.0.1 - - [07/Jun/2018 16:03:59] "GET /v1/label/terminal/type HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:03:59] "GET /v1/label/terminal/model HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:02] "GET /v1/label/terminal/model?id=1 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:32] "POST /v1/supplies/storage HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:33] "GET /v1/label/terminal/model?id=0 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:36] "GET /v1/label/work HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:36] "GET /v1/label/terminal/model HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:36] "GET /v1/label/terminal/type HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:36] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:56] "GET /v1/supplies/storage/query/691787805027 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:04:58] "GET /v1/supplies/storage/query/691787805027 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:01] "GET /v1/supplies/storage/query/691787805027 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:08] "GET /v1/supplies/storage/query/691787805027 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:10] "GET /v1/label/work HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:10] "GET /v1/label/terminal/type HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:10] "GET /v1/label/terminal/model HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:10] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:11] "GET /v1/supplies/storage?page=1&size=10 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:17] "GET /v1/label/work HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:17] "GET /v1/label/terminal/type HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:17] "GET /v1/label/terminal/model HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:17] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:26] "GET /v1/supplies/storage/query/6917878050270 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:26] "GET /v1/label/terminal/model?id=1 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:29] "POST /v1/supplies/out HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:30] "GET /v1/label/terminal/model?id=0 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:32] "GET /v1/label/work HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:32] "GET /v1/label/terminal/type HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:32] "GET /v1/label/terminal/model HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:32] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:33] "GET /v1/supplies/storage?page=1&size=10 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:35] "GET /v1/supplies/query/6917878050270 HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:52] "GET /v1/label/work HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:52] "GET /v1/label/terminal/type HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:52] "GET /v1/label/terminal/model HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:05:52] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:08:00] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:08:33] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:08:49] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:12:20] "GET /v1/label/work HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:12:23] "GET /v1/supplies/statistics/install?page=1&size=10&starttime=&endtime=&work=&type=%E6%99%BA%E8%83%BD%E7%BD%91%E5%85%B3&model=&people=&keyword= HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:16:04] "GET /v1/label/people HTTP/1.0" 200 -
127.0.0.1 - - [07/Jun/2018 16:16:53] "GET /v1/label/people HTTP/1.0" 200 -
